ID,sex,age,occupations
6168,1,46,14
6169,1,43,12
6170,1,59,14
6171,0,9,-1
6172,0,21,9
6173,0,65,1
6174,1,13,-1
6175,1,26,14
6176,0,31,12
6177,1,65,18
6178,1,31,21
6179,1,6,-1
6180,0,31,14
6181,0,19,0
6182,0,8,-1
6183,0,16,-1
6184,0,14,-1
6185,0,33,18
6186,0,25,2
6187,0,23,1
6188,0,72,21
6189,1,53,14
6190,1,25,20
6191,0,8,-1
6192,1,20,20
6193,0,36,16
6194,1,66,9
6195,1,78,21
6196,0,5,-1
6197,0,5,-1
6198,1,10,-1
6199,1,26,18
6200,1,42,1
6201,1,0,-1
6202,1,53,16
6203,0,13,-1
6204,1,2,-1
6205,1,80,19
6206,1,41,2
6207,1,7,-1
6208,0,82,0
6209,0,21,12
6210,0,63,15
6211,1,49,2
6212,1,75,11
6213,0,101,2
6214,1,40,16
6215,1,52,1
6216,1,32,12
6217,1,39,2
6218,0,17,-1
6219,0,53,3
6220,0,36,0
6221,1,53,1
6222,0,71,18
6223,1,18,-1
6224,0,29,21
6225,1,29,12
6226,0,31,1
6227,0,12,-1
6228,0,69,18
6229,0,8,-1
6230,1,54,1
6231,0,36,18
6232,1,40,11
6233,1,18,-1
6234,1,1,-1
6235,0,28,12
6236,0,5,-1
6237,1,29,12
6238,1,32,2
6239,1,48,16
6240,1,46,21
6241,1,40,14
6242,0,38,14
6243,0,75,21
6244,1,42,2
6245,1,36,0
6246,1,91,2
6247,0,50,0
6248,0,56,1
6249,0,61,2
6250,1,35,14
6251,0,30,7
6252,0,96,12
6253,1,34,1
6254,0,11,-1
6255,0,55,20
6256,0,23,12
6257,1,29,2
6258,1,56,9
6259,0,9,-1
6260,1,15,-1
6261,0,56,0
6262,1,39,14
6263,0,27,14
6264,0,56,21
6265,0,37,0
6266,1,12,-1
6267,1,14,-1
6268,0,7,-1
6269,0,29,1
6270,0,70,1
6271,0,7,-1
6272,1,29,15
6273,1,13,-1
6274,1,2,-1
6275,0,19,12
6276,1,21,1
6277,0,40,18
6278,1,25,1
6279,0,13,-1
6280,1,51,20
6281,0,7,-1
6282,1,25,15
6283,1,66,13
6284,0,20,12
6285,0,11,-1
6286,0,35,21
6287,1,21,14
6288,1,16,-1
6289,0,38,14
6290,0,36,2
6291,1,18,-1
6292,0,60,21
6293,1,33,16
6294,1,11,-1
6295,1,89,14
6296,0,40,8
6297,1,57,2
6298,1,49,14
6299,0,39,18
6300,0,3,-1
6301,1,7,-1
6302,0,39,14
6303,1,35,2
6304,0,59,14
6305,1,42,14
6306,1,46,20
6307,0,12,-1
6308,1,39,12
6309,1,27,18
6310,1,1,-1
6311,0,44,3
6312,1,19,2
6313,0,62,14
6314,1,49,14
6315,0,32,11
6316,0,36,1
6317,0,6,-1
6318,0,26,14
6319,1,1,-1
6320,0,52,14
6321,0,43,4
6322,1,56,2
6323,1,50,18
6324,0,49,2
6325,1,88,18
6326,0,27,12
6327,1,60,18
6328,1,21,0
6329,0,63,18
6330,0,49,9
6331,0,35,14
6332,1,2,-1
6333,0,39,2
6334,0,21,14
6335,1,26,21
6336,1,20,12
6337,0,24,0
6338,0,39,2
6339,1,57,2
6340,0,49,10
6341,1,37,21
6342,1,35,12
6343,0,24,14
6344,1,43,14
6345,0,49,14
6346,0,10,-1
6347,1,15,-1
6348,0,44,12
6349,1,60,0
6350,1,48,21
6351,1,4,-1
6352,1,33,20
6353,1,51,20
6354,0,57,18
6355,1,33,9
6356,1,8,-1
6357,1,36,1
6358,1,52,14
6359,0,35,0
6360,0,4,-1
6361,0,70,16
6362,1,36,20
6363,1,49,14
6364,0,63,14
6365,1,2,-1
6366,0,9,-1
6367,1,50,20
6368,1,29,0
6369,1,54,15
6370,1,55,14
6371,0,32,1
6372,0,23,1
6373,1,38,20
6374,0,26,0
6375,1,56,18
6376,0,32,9
6377,1,37,12
6378,1,14,-1
6379,0,68,1
6380,0,71,14
6381,0,31,16
6382,0,38,2
6383,1,67,19
6384,1,56,12
6385,1,31,2
6386,0,57,12
6387,1,32,14
6388,1,33,0
6389,1,46,21
6390,1,42,12
6391,0,39,19
6392,0,15,-1
6393,1,19,12
6394,1,67,2
6395,0,74,0
6396,0,29,2
6397,1,63,18
6398,1,33,14
6399,0,29,21
6400,0,29,21
6401,0,29,14
6402,0,48,14
6403,0,17,-1
6404,0,45,0
6405,1,5,-1
6406,0,9,-1
6407,0,30,21
6408,1,56,20
6409,1,4,-1
6410,1,63,15
6411,1,26,1
6412,1,30,7
6413,0,11,-1
6414,1,67,2
6415,0,39,20
6416,1,53,12
6417,1,15,-1
6418,1,24,7
6419,1,60,0
6420,1,5,-1
6421,0,46,14
6422,1,48,1
6423,1,14,-1
6424,1,27,0
6425,0,30,2
6426,0,63,2
6427,1,22,17
6428,0,31,12
6429,0,13,-1
6430,0,12,-1
6431,0,61,13
6432,0,45,21
6433,1,36,14
6434,0,29,20
6435,1,20,18
6436,1,11,-1
6437,0,37,20
6438,0,51,1
6439,0,7,-1
6440,0,46,1
6441,1,41,16
6442,1,13,-1
6443,1,21,12
6444,1,52,18
6445,1,32,13
6446,1,27,1
6447,0,40,20
6448,0,18,-1
6449,0,4,-1
6450,0,20,14
6451,1,23,7
6452,0,6,-1
6453,1,64,14
6454,0,5,-1
6455,1,41,19
6456,0,40,1
6457,0,34,14
6458,0,58,12
6459,1,45,14
6460,1,48,2
6461,1,5,-1
6462,0,21,15
6463,1,26,13
6464,0,40,1
6465,1,39,12
6466,1,64,20
6467,0,7,-1
6468,0,44,7
6469,1,54,2
6470,1,12,-1
6471,1,30,12
6472,0,32,0
6473,0,2,-1
6474,0,2,-1
6475,1,17,-1
6476,0,26,1
6477,1,33,0
6478,0,17,-1
6479,1,14,-1
6480,0,34,1
6481,0,1,-1
6482,0,32,21
6483,1,19,0
6484,0,73,12
6485,1,68,12
6486,0,38,2
6487,0,32,20
6488,0,38,15
6489,0,61,2
6490,0,27,9
6491,1,28,0
6492,1,31,8
6493,1,19,21
6494,1,54,18
6495,0,15,-1
6496,1,4,-1
6497,1,66,18
6498,1,49,12
6499,1,11,-1
6500,1,16,-1
6501,0,72,20
6502,0,48,1
6503,0,37,2
6504,1,67,14
6505,1,40,21
6506,0,15,-1
6507,1,52,2
6508,1,35,18
6509,0,43,19
6510,0,63,12
6511,1,29,1
6512,1,26,20
6513,1,16,-1
6514,1,10,-1
6515,1,30,11
6516,0,51,2
6517,1,37,1
6518,0,11,-1
6519,0,26,1
6520,0,72,9
6521,1,25,2
6522,0,59,16
6523,0,66,20
6524,1,18,-1
6525,1,1,-1
6526,0,41,16
6527,0,73,20
6528,0,56,12
6529,0,25,2
6530,1,13,-1
6531,0,21,12
6532,0,31,19
6533,0,6,-1
6534,0,54,0
6535,1,40,1
6536,1,10,-1
6537,0,6,-1
6538,0,60,9
6539,0,50,14
6540,0,38,12
6541,1,53,2
6542,1,49,12
6543,0,77,13
6544,0,32,12
6545,1,46,18
6546,0,83,12
6547,1,61,12
6548,0,2,-1
6549,0,23,15
6550,0,42,18
6551,0,37,14
6552,0,69,21
6553,0,63,2
6554,1,55,0
6555,0,38,1
6556,1,36,14
6557,1,9,-1
6558,0,58,12
6559,1,53,18
6560,1,44,7
6561,0,48,12
6562,1,61,0
6563,1,36,18
6564,0,74,0
6565,0,23,1
6566,1,53,14
6567,1,20,15
6568,1,31,14
6569,0,29,12
6570,0,83,12
6571,0,55,18
6572,0,72,2
6573,0,23,18
6574,1,4,-1
6575,1,13,-1
6576,1,15,-1
6577,0,17,-1
6578,1,34,1
6579,1,45,21
6580,0,32,14
6581,1,42,14
6582,1,41,12
6583,0,45,15
6584,1,33,14
6585,0,32,19
6586,1,52,14
6587,1,62,12
6588,1,22,1
6589,1,61,12
6590,0,50,12
6591,1,83,15
6592,0,16,-1
6593,0,54,12
6594,1,32,21
6595,1,52,10
6596,1,2,-1
6597,0,34,20
6598,0,7,-1
6599,0,55,0
6600,0,12,-1
6601,1,84,21
6602,0,89,1
6603,1,29,21
6604,1,36,14
6605,1,38,12
6606,0,62,2
6607,1,48,14
6608,0,51,20
6609,1,28,15
6610,1,13,-1
6611,1,17,-1
6612,0,53,2
6613,1,0,-1
6614,0,96,21
6615,1,56,0
6616,0,7,-1
6617,1,22,2
6618,1,46,1
6619,0,51,19
6620,1,3,-1
6621,0,11,-1
6622,1,42,0
6623,1,33,5
6624,0,93,14
6625,1,26,15
6626,1,16,-1
6627,0,52,18
6628,0,67,2
6629,1,25,14
6630,0,19,19
6631,1,42,19
6632,0,26,0
6633,1,29,19
6634,1,38,12
6635,0,42,14
6636,0,47,17
6637,0,26,20
6638,0,5,-1
6639,1,61,19
6640,1,25,1
6641,1,13,-1
6642,1,53,0
6643,0,68,2
6644,0,71,2
6645,1,10,-1
6646,1,17,-1
6647,0,17,-1
6648,1,23,17
6649,0,3,-1
6650,0,62,12
6651,0,29,14
6652,0,52,1
6653,1,23,21
6654,0,19,12
6655,0,25,12
6656,1,21,21
6657,0,81,18
6658,0,56,0
6659,0,31,3
6660,0,33,12
6661,1,50,7
6662,0,52,20
6663,1,56,12
6664,0,65,8
6665,1,46,12
6666,1,55,19
6667,1,3,-1
6668,1,45,15
6669,1,8,-1
6670,0,10,-1
6671,0,53,0
6672,1,21,15
6673,0,23,19
6674,1,15,-1
6675,1,73,16
6676,0,22,14
6677,1,14,-1
6678,0,34,12
6679,1,2,-1
6680,1,28,0
6681,1,42,19
6682,0,51,14
6683,0,72,14
6684,0,8,-1
6685,1,11,-1
6686,0,57,14
6687,1,30,1
6688,1,46,16
6689,1,15,-1
6690,0,27,19
6691,0,54,12
6692,1,12,-1
6693,0,75,14
6694,1,16,-1
6695,1,45,15
6696,0,10,-1
6697,1,31,14
6698,0,6,-1
6699,0,8,-1
6700,0,27,18
6701,0,19,14
6702,1,66,21
6703,0,52,14
6704,1,18,-1
6705,0,9,-1
6706,1,47,14
6707,1,17,-1
6708,1,31,1
6709,0,20,14
6710,1,55,1
6711,1,20,18
6712,1,49,9
6713,1,37,14
6714,0,3,-1
6715,0,14,-1
6716,1,10,-1
6717,0,81,2
6718,1,51,20
6719,0,5,-1
6720,0,46,14
6721,1,14,-1
6722,1,32,18
6723,0,66,12
6724,1,4,-1
6725,1,0,-1
6726,0,23,12
6727,1,25,16
6728,0,48,20
6729,0,35,15
6730,1,27,12
6731,1,46,1
6732,1,36,12
6733,0,88,14
6734,1,34,21
6735,0,33,12
6736,1,19,7
6737,0,33,2
6738,1,41,21
6739,1,7,-1
6740,0,84,12
6741,1,17,-1
6742,0,40,2
6743,0,47,21
6744,1,34,3
6745,0,29,20
6746,1,47,18
6747,1,34,12
6748,1,51,12
6749,0,41,14
6750,0,21,12
6751,0,62,9
6752,1,67,15
6753,1,12,-1
6754,1,95,14
6755,0,44,19
6756,1,24,14
6757,1,50,2
6758,0,14,-1
6759,1,74,1
6760,0,23,12
6761,0,40,11
6762,1,32,14
6763,1,59,12
6764,0,23,14
6765,1,2,-1
6766,1,71,18
6767,0,14,-1
6768,0,51,20
6769,1,73,21
6770,1,37,14
6771,0,33,12
6772,0,28,21
6773,1,65,10
6774,1,72,21
6775,0,50,7
6776,0,20,1
6777,1,93,14
6778,1,7,-1
6779,1,48,7
6780,1,41,19
6781,0,31,14
6782,0,48,21
6783,0,17,-1
6784,1,49,12
6785,1,6,-1
6786,1,74,18
6787,0,56,0
6788,1,36,21
6789,1,49,21
6790,0,62,1
6791,1,39,18
6792,0,26,2
6793,1,1,-1
6794,0,25,12
6795,1,28,14
6796,1,19,12
6797,1,34,12
6798,1,46,14
6799,1,5,-1
6800,0,59,2
6801,1,37,14
6802,1,40,1
6803,1,29,20
6804,0,53,2
6805,1,83,14
6806,0,68,15
6807,1,31,4
6808,1,11,-1
6809,1,64,16
6810,1,29,13
6811,0,68,15
6812,0,44,21
6813,1,61,14
6814,1,59,7
6815,0,71,18
6816,1,69,12
6817,0,8,-1
6818,0,60,14
6819,0,32,18
6820,0,57,13
6821,0,55,20
6822,0,58,14
6823,0,4,-1
6824,1,24,12
6825,1,49,3
6826,0,43,2
6827,1,21,21
6828,1,44,20
6829,0,55,1
6830,1,33,1
6831,0,45,1
6832,1,39,2
6833,1,14,-1
6834,0,25,14
6835,0,18,-1
6836,0,42,12
6837,1,28,12
6838,1,46,17
6839,0,45,12
6840,1,5,-1
6841,0,58,14
6842,1,20,12
6843,1,13,-1
6844,0,32,20
6845,0,52,16
6846,1,60,16
6847,1,71,1
6848,0,26,2
6849,1,51,0
6850,1,41,21
6851,1,52,1
6852,0,64,14
6853,0,33,14
6854,0,19,12
6855,0,10,-1
6856,1,38,2
6857,0,33,12
6858,0,42,12
6859,1,39,8
6860,0,16,-1
6861,0,66,20
6862,1,55,20
6863,1,23,21
6864,0,9,-1
6865,1,18,-1
6866,0,21,2
6867,0,49,16
6868,0,34,1
6869,1,35,14
6870,0,5,-1
6871,0,59,21
6872,0,6,-1
6873,1,27,21
6874,1,62,14
6875,1,53,21
6876,1,50,12
6877,1,64,20
6878,1,36,16
6879,0,77,2
6880,0,22,2
6881,0,42,1
6882,1,30,1
6883,0,36,2
6884,0,57,12
6885,0,52,2
6886,1,77,14
6887,1,88,13
6888,1,97,15
6889,0,19,6
6890,1,28,1
6891,1,32,20
6892,0,20,21
6893,1,68,6
6894,0,25,14
6895,0,1,-1
6896,1,44,0
6897,0,42,14
6898,1,29,14
6899,1,38,1
6900,0,68,14
6901,0,45,14
6902,1,30,0
6903,1,14,-1
6904,0,7,-1
6905,1,1,-1
6906,1,12,-1
6907,0,99,2
6908,0,58,15
6909,0,6,-1
6910,0,21,2
6911,0,62,12
6912,0,6,-1
6913,0,16,-1
6914,0,23,19
6915,1,20,14
6916,0,22,15
6917,0,12,-1
6918,1,24,8
6919,0,44,19
6920,1,72,18
6921,1,1,-1
6922,0,64,2
6923,0,8,-1
6924,0,17,-1
6925,1,17,-1
6926,1,32,17
6927,1,4,-1
6928,0,53,18
6929,1,61,20
6930,1,45,0
6931,1,62,21
6932,1,63,1
6933,1,40,12
6934,0,1,-1
6935,1,21,12
6936,0,8,-1
6937,0,38,14
6938,0,84,2
6939,0,3,-1
6940,1,8,-1
6941,1,25,21
6942,0,33,21
6943,0,26,15
6944,1,52,14
6945,0,5,-1
6946,1,23,13
6947,1,10,-1
6948,0,17,-1
6949,1,26,19
6950,1,23,16
6951,1,42,14
6952,0,15,-1
6953,1,18,-1
6954,1,46,2
6955,1,36,9
6956,0,32,19
6957,1,7,-1
6958,1,33,2
6959,1,23,12
6960,0,72,21
6961,0,46,1
6962,1,57,2
6963,0,27,1
6964,0,68,16
6965,0,35,14
6966,1,43,21
6967,1,74,1
6968,1,28,2
6969,0,36,12
6970,0,18,-1
6971,1,10,-1
6972,0,33,12
6973,0,75,21
6974,1,32,2
6975,0,3,-1
6976,1,65,21
6977,0,33,3
6978,1,19,11
6979,1,37,1
6980,1,69,1
6981,1,38,18
6982,1,36,14
6983,0,27,14
6984,0,25,12
6985,0,54,21
6986,0,13,-1
6987,0,21,16
6988,0,30,11
6989,1,26,14
6990,1,30,21
6991,0,51,0
6992,0,20,2
6993,1,19,8
6994,1,51,20
6995,1,25,14
6996,0,43,20
6997,1,23,21
6998,1,29,0
6999,0,33,12
7000,1,2,-1
7001,0,25,10
7002,0,24,11
7003,0,42,1
7004,0,49,12
7005,1,14,-1
7006,1,13,-1
7007,0,25,15
7008,0,9,-1
7009,1,90,2
7010,0,51,1
7011,1,10,-1
7012,0,33,15
7013,1,11,-1
7014,0,49,21
7015,1,55,21
7016,1,12,-1
7017,1,60,11
7018,0,21,14
7019,0,2,-1
7020,0,12,-1
7021,0,1,-1
7022,1,55,2
7023,0,48,15
7024,1,50,0
7025,0,11,-1
7026,0,16,-1
7027,0,34,21
7028,0,18,-1
7029,1,54,15
7030,1,66,1
7031,1,30,21
7032,1,28,12
7033,1,0,-1
7034,1,54,1
7035,1,25,15
7036,1,41,14
7037,1,24,9
7038,0,51,20
7039,0,12,-1
7040,1,65,1
7041,0,12,-1
7042,1,3,-1
7043,1,6,-1
7044,1,66,7
7045,1,31,21
7046,1,29,15
7047,1,44,20
7048,0,36,1
7049,1,35,2
7050,1,17,-1
7051,0,44,12
7052,1,19,1
7053,1,77,13
7054,1,31,21
7055,1,21,6
7056,1,77,15
7057,1,39,12
7058,1,17,-1
7059,0,68,18
7060,0,42,14
7061,0,54,1
7062,0,51,1
7063,1,31,1
7064,0,68,16
7065,0,75,18
7066,0,11,-1
7067,0,19,2
7068,0,13,-1
7069,1,34,0
7070,0,58,14
7071,0,45,18
7072,0,66,13
7073,1,68,0
7074,1,8,-1
7075,1,59,14
7076,0,55,13
7077,0,57,20
7078,1,41,16
7079,1,44,14
7080,1,24,12
7081,0,36,18
7082,0,70,14
7083,0,16,-1
7084,0,62,14
7085,1,37,15
7086,0,49,0
7087,1,91,8
7088,1,60,21
7089,0,28,2
7090,1,14,-1
7091,0,9,-1
7092,1,39,18
7093,0,36,12
7094,0,2,-1
7095,1,31,12
7096,1,3,-1
7097,0,0,-1
7098,0,14,-1
7099,0,65,16
7100,0,28,14
7101,1,85,2
7102,0,54,18
7103,0,5,-1
7104,0,68,20
7105,1,7,-1
7106,1,64,21
7107,1,72,12
7108,0,71,12
7109,1,6,-1
7110,0,35,12
7111,1,77,20
7112,1,52,2
7113,0,28,21
7114,1,46,19
7115,0,11,-1
7116,1,44,14
7117,0,40,14
7118,0,26,1
7119,0,39,15
7120,1,16,-1
7121,1,39,1
7122,1,41,12
7123,0,8,-1
7124,1,53,1
7125,1,45,1
7126,0,48,15
7127,1,14,-1
7128,1,16,-1
7129,0,42,9
7130,1,35,21
7131,1,24,12
7132,0,16,-1
7133,1,28,8
7134,1,49,21
7135,1,32,14
7136,0,55,12
7137,1,25,18
7138,1,24,0
7139,1,38,15
7140,1,42,14
7141,1,55,14
7142,0,16,-1
7143,1,24,14
7144,0,60,18
7145,0,1,-1
7146,1,96,14
7147,1,36,18
7148,1,25,7
7149,1,33,0
7150,1,47,11
7151,0,14,-1
7152,1,9,-1
7153,1,21,1
7154,0,23,0
7155,1,39,16
7156,0,57,18
7157,1,65,2
7158,0,4,-1
7159,1,25,14
7160,0,38,15
7161,1,31,8
7162,1,68,2
7163,0,40,2
7164,1,73,13
7165,1,35,12
7166,1,28,1
7167,1,46,12
7168,0,55,14
7169,0,42,15
7170,0,65,21
7171,0,12,-1
7172,1,15,-1
7173,0,0,-1
7174,1,3,-1
7175,0,46,11
7176,0,67,9
7177,1,66,21
7178,0,55,21
7179,1,29,15
7180,1,49,1
7181,0,30,12
7182,0,40,14
7183,1,41,2
7184,0,48,15
7185,1,11,-1
7186,0,46,20
7187,0,32,0
7188,1,46,18
7189,1,47,1
7190,0,39,14
7191,1,23,11
7192,1,56,14
7193,1,11,-1
7194,1,11,-1
7195,0,69,15
7196,1,4,-1
7197,1,6,-1
7198,1,92,21
7199,0,39,14
7200,0,48,2
7201,1,31,20
7202,1,97,11
7203,0,47,1
7204,1,36,16
7205,0,33,15
7206,1,28,2
7207,0,2,-1
7208,0,55,0
7209,1,74,15
7210,1,49,12
7211,1,7,-1
7212,0,70,20
7213,0,38,1
7214,1,74,15
7215,0,45,12
7216,0,9,-1
7217,1,44,20
7218,0,61,2
7219,1,15,-1
7220,0,28,14
7221,0,1,-1
7222,0,1,-1
7223,0,81,2
7224,1,34,19
7225,1,65,14
7226,1,6,-1
7227,1,53,21
7228,0,66,14
7229,1,36,12
7230,1,72,2
7231,0,50,16
7232,1,14,-1
7233,1,55,11
7234,0,20,14
7235,1,34,9
7236,0,43,14
7237,0,7,-1
7238,1,25,11
7239,1,49,1
7240,0,39,0
7241,1,35,1
7242,1,14,-1
7243,1,34,14
7244,0,57,14
7245,0,42,14
7246,1,5,-1
7247,1,39,1
7248,0,12,-1
7249,1,39,14
7250,1,31,1
7251,0,50,15
7252,0,15,-1
7253,1,49,21
7254,1,15,-1
7255,0,40,18
7256,1,49,1
7257,1,30,14
7258,0,34,14
7259,0,4,-1
7260,0,19,21
7261,1,45,14
7262,0,33,14
7263,1,94,14
7264,0,10,-1
7265,0,18,-1
7266,0,30,2
7267,1,32,21
7268,1,18,-1
7269,0,33,2
7270,0,21,2
7271,0,79,15
7272,0,81,12
7273,0,6,-1
7274,0,45,14
7275,0,75,20
7276,1,30,0
7277,0,60,0
7278,1,1,-1
7279,1,13,-1
7280,1,25,12
7281,0,45,1
7282,0,15,-1
7283,0,40,8
7284,1,56,2
7285,1,95,12
7286,0,3,-1
7287,0,79,2
7288,1,18,-1
7289,0,47,14
7290,0,8,-1
7291,0,72,20
7292,1,70,3
7293,0,42,20
7294,1,4,-1
7295,0,29,2
7296,1,64,13
7297,1,63,1
7298,0,40,15
7299,0,38,16
7300,0,43,2
7301,1,20,14
7302,0,73,15
7303,0,37,13
7304,1,36,0
7305,0,35,13
7306,0,52,12
7307,0,21,12
7308,0,2,-1
7309,1,39,14
7310,1,33,14
7311,1,3,-1
7312,1,7,-1
7313,1,40,2
7314,0,67,7
7315,1,18,-1
7316,1,67,21
7317,0,28,12
7318,0,72,14
7319,0,11,-1
7320,1,28,19
7321,1,44,16
7322,0,10,-1
7323,1,79,14
7324,0,38,2
7325,1,4,-1
7326,1,34,20
7327,1,78,1
7328,0,26,8
7329,1,20,9
7330,1,9,-1
7331,1,32,18
7332,1,88,12
7333,1,66,21
7334,0,12,-1
7335,1,34,2
7336,0,51,0
7337,1,42,2
7338,1,67,13
7339,1,63,14
7340,1,4,-1
7341,0,35,0
7342,1,50,18
7343,0,4,-1
7344,1,66,16
7345,0,42,16
7346,1,42,11
7347,0,77,14
7348,1,42,15
7349,0,43,2
7350,0,24,1
7351,0,51,14
7352,1,0,-1
7353,0,40,3
7354,1,71,2
7355,0,88,12
7356,0,38,20
7357,1,47,9
7358,1,10,-1
7359,1,26,14
7360,1,3,-1
7361,0,58,1
7362,1,6,-1
7363,1,27,1
7364,1,66,16
7365,1,63,1
7366,0,54,19
7367,0,22,9
7368,0,72,14
7369,0,65,18
7370,1,52,3
7371,1,19,1
7372,0,38,0
7373,1,9,-1
7374,0,51,18
7375,0,33,19
7376,1,19,16
7377,0,48,20
7378,1,12,-1
7379,0,36,15
7380,1,12,-1
7381,1,62,2
7382,0,11,-1
7383,1,30,9
7384,1,84,14
7385,1,35,1
7386,1,40,1
7387,1,8,-1
7388,0,90,0
7389,1,20,0
7390,0,79,9
7391,1,30,12
7392,0,17,-1
7393,0,6,-1
7394,0,13,-1
7395,1,12,-1
7396,1,60,3
7397,1,2,-1
7398,0,77,14
7399,0,35,1
7400,1,53,12
7401,1,19,19
7402,1,28,15
7403,1,64,18
7404,1,33,20
7405,1,7,-1
7406,0,9,-1
7407,1,1,-1
7408,1,36,21
7409,1,3,-1
7410,1,36,14
7411,1,9,-1
7412,1,55,12
7413,0,51,1
7414,0,34,2
7415,0,53,15
7416,0,15,-1
7417,1,35,14
7418,0,10,-1
7419,1,45,2
7420,0,12,-1
7421,1,56,12
7422,0,13,-1
7423,1,26,7
7424,0,27,21
7425,1,41,10
7426,0,63,14
7427,1,28,7
7428,0,30,14
7429,1,17,-1
7430,0,95,14
7431,0,21,21
7432,1,27,2
7433,1,22,0
7434,0,50,14
7435,1,64,21
7436,1,4,-1
7437,0,53,9
7438,1,53,14
7439,1,30,21
7440,0,38,1
7441,0,74,12
7442,0,4,-1
7443,0,31,1
7444,0,51,12
7445,1,28,8
7446,0,11,-1
7447,0,29,0
7448,1,57,2
7449,0,21,14
7450,0,23,8
7451,0,45,12
7452,1,42,12
7453,0,55,21
7454,0,44,1
7455,0,66,19
7456,1,29,14
7457,1,36,14
7458,1,5,-1
7459,1,32,9
7460,0,86,15
7461,1,36,2
7462,1,27,18
7463,1,37,21
7464,1,20,0
7465,0,17,-1
7466,1,9,-1
7467,0,20,20
7468,1,16,-1
7469,0,44,12
7470,0,66,14
7471,1,38,14
7472,1,2,-1
7473,1,78,14
7474,1,76,19
7475,0,20,21
7476,1,55,16
7477,1,15,-1
7478,1,2,-1
7479,1,40,21
7480,0,27,7
7481,0,29,1
7482,1,38,1
7483,0,71,7
7484,0,88,21
7485,1,75,2
7486,1,72,1
7487,0,53,0
7488,1,49,14
7489,0,33,0
7490,1,49,20
7491,1,37,0
7492,1,1,-1
7493,0,26,14
7494,1,77,12
7495,1,20,14
7496,1,76,16
7497,1,24,19
7498,1,39,20
7499,0,7,-1
7500,1,65,21
7501,0,17,-1
7502,1,31,15
7503,0,56,16
7504,1,27,14
7505,1,39,0
7506,1,33,12
7507,0,49,12
7508,0,58,14
7509,1,30,1
7510,0,33,1
7511,1,32,21
7512,0,73,16
7513,1,56,12
7514,0,74,21
7515,1,7,-1
7516,1,30,21
7517,1,9,-1
7518,1,11,-1
7519,0,20,1
7520,0,53,14
7521,0,60,0
7522,1,62,14
7523,0,11,-1
7524,0,31,19
7525,1,45,2
7526,1,4,-1
7527,1,21,14
7528,0,50,12
7529,1,79,0
7530,1,19,12
7531,0,17,-1
7532,0,66,21
7533,0,8,-1
7534,0,31,5
7535,1,27,3
7536,0,4,-1
7537,0,44,14
7538,1,28,10
7539,0,4,-1
7540,0,17,-1
7541,1,67,12
7542,0,41,18
7543,1,45,0
7544,1,4,-1
7545,1,54,1
7546,1,63,18
7547,0,35,12
7548,1,56,14
7549,1,61,19
7550,0,3,-1
7551,0,72,20
7552,0,37,12
7553,1,44,1
7554,1,45,6
7555,1,10,-1
7556,1,55,1
7557,1,29,1
7558,0,62,5
7559,0,47,18
7560,1,31,15
7561,0,62,21
7562,1,6,-1
7563,0,51,0
7564,0,68,9
7565,0,59,14
7566,1,32,14
7567,1,50,21
7568,0,25,20
7569,0,7,-1
7570,0,40,20
7571,0,20,18
7572,1,37,16
7573,1,61,18
7574,1,72,12
7575,1,24,12
7576,1,47,12
7577,0,68,0
7578,0,26,21
7579,0,34,15
7580,1,56,16
7581,1,37,12
7582,1,25,21
7583,0,4,-1
7584,0,49,14
7585,0,51,20
7586,1,12,-1
7587,1,22,14
7588,0,52,2
7589,0,2,-1
7590,0,44,2
7591,1,32,2
7592,0,28,12
7593,1,35,12
7594,1,57,8
7595,0,48,0
7596,0,48,1
7597,0,68,21
7598,1,23,21
7599,1,39,1
7600,1,17,-1
7601,0,29,14
7602,0,17,-1
7603,1,44,14
7604,1,30,12
7605,0,37,18
7606,0,33,2
7607,0,73,12
7608,0,39,1
7609,1,0,-1
7610,0,14,-1
7611,1,6,-1
7612,1,16,-1
7613,1,78,17
7614,1,56,21
7615,1,46,14
7616,0,34,2
7617,1,6,-1
7618,0,57,2
7619,1,39,9
7620,1,15,-1
7621,1,43,13
7622,1,48,15
7623,1,69,2
7624,0,19,2
7625,0,64,1
7626,1,23,14
7627,0,46,9
7628,1,62,12
7629,1,36,14
7630,1,31,2
7631,1,52,2
7632,0,52,20
7633,1,41,17
7634,0,58,14
7635,1,49,21
7636,1,76,20
7637,1,35,20
7638,1,17,-1
7639,1,36,19
7640,0,31,12
7641,1,6,-1
7642,1,42,2
7643,1,64,14
7644,1,43,14
7645,1,44,19
7646,1,8,-1
7647,0,22,12
7648,0,17,-1
7649,1,38,3
7650,1,57,12
7651,0,71,15
7652,0,40,19
7653,1,71,21
7654,0,21,12
7655,0,38,1
7656,0,20,5
7657,1,62,14
7658,0,31,15
7659,0,13,-1
7660,1,6,-1
7661,1,28,0
7662,0,7,-1
7663,0,47,1
7664,1,41,12
7665,1,33,1
7666,0,86,1
7667,1,24,14
7668,0,61,2
7669,1,97,0
7670,0,52,12
7671,0,7,-1
7672,0,28,2
7673,1,10,-1
7674,0,32,2
7675,0,2,-1
7676,0,61,2
7677,1,68,12
7678,1,27,1
7679,0,14,-1
7680,1,15,-1
7681,0,4,-1
